timestamp,packet_size,packet_rate,byte_rate
2025-03-20 17:35:02,459.36769928269905,71.97454124029609,33062.779416482554
2025-03-20 17:35:02,488.4864167087014,112.88975604725967,55145.11241464533
2025-03-20 17:35:02,406.1344529922669,64.69750395539681,26275.88537889011
2025-03-20 17:35:02,503.2189313683058,89.10948058459562,44841.577594565
2025-03-20 17:35:02,550.6307304662542,105.8227700830112,58269.26919077094
2025-03-20 17:35:02,435.6389050098872,123.95063237529719,53997.71776325754
2025-03-20 17:35:02,348.3946560097459,85.33346257704152,29729.722340648907
2025-03-20 17:35:02,445.96662310069496,111.32026388232057,49645.122166276764
2025-03-20 17:35:02,411.2754844149483,71.77554921718067,29519.523773444944
2025-03-20 17:35:02,418.5696937041884,96.01672274401001,40189.69022944025
2025-03-20 17:35:02,526.8060187668041,99.98515520376547,52672.78154867669
2025-03-20 17:35:02,404.3164799859767,127.2686194801438,51456.80024088644
2025-03-20 17:35:02,592.2337218993283,109.95523677082602,65119.199115108175
2025-03-20 17:35:02,478.6299605484085,94.55049182322131,45254.69817118104
2025-03-20 17:35:03,359.3315454151088,89.65559264743148,32216.082661109016
2025-03-20 17:35:03,433.59559676918366,119.42950497804898,51784.10748280534
2025-03-20 17:35:03,493.32218905873805,103.37003824434379,50994.733549785145
2025-03-20 17:35:03,541.6638844773471,126.53877983621311,68541.487023107
2025-03-20 17:35:03,485.451794747061,102.36514242605156,49693.34211026525
2025-03-20 17:35:03,491.7281236913234,86.45541624370443,42512.559612469144
2025-03-20 17:35:03,491.567454448149,111.70199534114334,54909.06550662484
2025-03-20 17:35:03,371.45613666608654,103.02560712080705,38269.49399877304
2025-03-20 17:35:03,411.73659794260976,68.59197444616422,28241.826204630077
2025-03-20 17:35:03,469.42108760998025,76.38249119096531,35855.55208922267
2025-03-20 17:35:03,484.6749173026514,79.56162517236598,38561.524100881026
2025-03-20 17:35:03,505.91487332502015,104.39262459145786,52813.781446253786
2025-03-20 17:35:03,497.13907063504524,107.02418008754249,53205.901424198586
2025-03-20 17:35:03,572.519206526482,36.43317855626969,20858.69447827316
2025-03-20 17:35:03,527.8913122448774,123.6251174166997,65260.62545952865
2025-03-20 17:35:03,329.1491342234341,87.96695415190396,28954.24679937171
2025-03-20 17:35:03,470.9850124774537,92.58169195937171,43604.58934266846
